Description,Brand,Model,S/N,Quantity,Remark
CONTROL BOARD,MA Lighting,Grand MA2,,1,
CONTROL BOARD,MA Lighting,Grand MA2 Lite PC,,1,
CONTROL BOARD,AVOLITES,ARENA,AR00191,1,
CONTROL BOARD,AVOLITES LIGHTING,PEARL 2008,PRL5758,1,
CONTROL BOARD,AVOLITES LIGHTING,PEARL 2010,,1,
CONTROL BOARD,AVOLITES,TITAN MOBILE,TT3274,1,
CONTROL BOARD,AVOLITES,TITAN MOBILE,TM-213354962,1,
CONTROL BOARD,AVOLITES,TIGER TOUCH,,1,
CONTROL BOARD,Quartz WEE/HA,0224*4 90v-240v 50Hz-60Hz,,2,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-051802768,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700405,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700451,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-051802761,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-051802766,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700443,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700426,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-101802102,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-101802101,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-101802096,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-101802085,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700431,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-051802771,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700439,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700442,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-101802097,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-081700449,1,
MOVING HEAD BEAM,ACME,XP-5R BEAM II,AE-101802095,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600670,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600671,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600674,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600675,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600678,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600679,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600680,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600681,1,isn't brightness  
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600682,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600683,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600684,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600685,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600686,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600687,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600688,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-011600689,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601172,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601173,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601174,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601175,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601182,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601183,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601184,1,
MOVING HEAD COLOR,ACME,XP16R BSW,AE-051601185,1,
BEAM,R7,BEAM COLOR SPORT 230,,52,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10131186,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10131187,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10131188,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10131189,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143934,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500632,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143942,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143943,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143955,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143956,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143982,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,AE-10143983,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500602,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500609,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500622,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500623,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500636,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500637,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500638,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500643,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae10131185,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae05142815,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae11130845,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae10143935,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500608,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae11130855,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae05142813,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae05142809,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500609,1,
LED MOVING HEAD COLOR,ACME,PAGEANT 300zs,Ae041500633,1,
LED MOVING HEAD COLOR,Vellolight,LED XP-800Zoom,,60,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,300015349,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,300028058,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,300015351,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,300028057,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,600097374,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,600097378,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,800201396,1,
MOVING HEAD COLOR,ROBE,SHOW COLOR SPOT 575w,800201399,1,
LED MOVING COLOR,DTS,Nick Wash600  225w,D148B006511,1,
LED MOVING COLOR,DTS,Nick Wash600  225w,D148B005411,1,
LED MOVING COLOR,DTS,Nick Wash600  225w,D148B002811,1,
LED MOVING COLOR,DTS,Nick Wash600  225w,D148B004711,1,
CITY COLOR,STUDIO DUE,2500W,50727,1,
CITY COLOR,STUDIO DUE,2500W,52369,1,
CITY COLOR,STUDIO DUE,2500W,50497,1,
CITY COLOR,STUDIO DUE,2500W,52373,1,
LED PROFILE,PROFILE LIGHT SPOT,LED(D-Light) 180w,,4,
PROFILE,PROFILE LIGHT SPOT,800 W CELICON 25/50,,6,
PROFILE,PROFILE LIGHT SPOT,800 W CELICON 15/35,,6,
PROFILE,PROFILE LIGHT SPOT,1000 W.  CATANA 18/32,KA 2200302022,1,
PROFILE,PROFILE LIGHT SPOT,1000 W.  CATANA 18/32,KA 2200302017,1,
PROFILE,PROFILE LIGHT SPOT,1000 W.  CATANA 18/32,KA 2200301033,1,
PROFILE,PROFILE LIGHT SPOT,1000 W.  CATANA 18/32,KA 2200301022,1,
PROFILE,PROFILE LIGHT SPOT,1000 W.  CATANA 18/32,KA 2200301028,1,
PROFILE,PROFILE LIGHT SPOT,1000 W.  CATANA 18/32,KA 2200301031,1,
PROFILE ETC FIXTURE LIGHT,Source Four,1000w,,2,
LED FRESNEL,FRESNEL,LED AC  100w 240v,,12,
LED FRESNEL,FRESNEL,LED ACME TS150,,8,
FRESNEL,FRESNEL,1K  1000w,,24,
FRESNEL,FRESNEL,2K  2000w,,6,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141254,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141255,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141260,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141261,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141262,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141263,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141270,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141271,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141273,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141275,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141285,1,
LED BAR,ACME,Color Bar Matrix CB-16TC 3A/250v,AE-05141286,1,
LED PAR,LIGHT PAR,LED-312 3W,,48,
LED PAR,LIGHT PAR,LED warm white Z,,48,
PAR,LIGHT PAR,64  1000 W. 220 V.,,87,
PAR,LIGHT PAR,COB,,56,
BLINDER,MOFE COB,BLINDER 4*100w,,2,
BLINDER,MOFE COB,BLINDER 2*100w,,2,
SPOT LIGHT,SPOT LIGHT(WORK LIGHT),Micron  500 W. 220 V.,,4,
SPOT LIGHT,SPOT LIGHT(WORK LIGHT),1000 W. 220 V.,,12,
FOLLOW LIGHT,Follow Light,HMI500,,3,
Studio Lighting,LED VIDEO LIGHT,300W,,8,
Studio Lighting,LED VIDEO LIGHT,200W,,8,
Studio Lighting,LED VIDEO LIGHT,100W,,4,
Studio Lighting,Viltrox,VL-D85B 85w LED Light,,2,
BOOSTER,ACME,DMX SPLITTER CA-DS14(in1 out4),AE-10141197,1,
BOOSTER,ACME,DMX SPLITTER CA-DS14(in1 out4),AE-10141201,1,
BOOSTER,ACME,DMX SPLITTER CA-DS14(in1 out4),AE-08145791,1,
BOOSTER,ACME,DMX SPLITTER CA-DS14(in1 out4),AE-08145796,1,
BOOSTER,ACME,DMX SPLITTER CA-DS14(in1 out4),,4,
BOOSTER,ACME,DMX SPLITTER CA-DS14(in1 out8),,8,
DIMMER,DILIGHT by Dimsense,12ch/4k,,1,
DIMMER,DIMMER,24ch/4k,,3,
DIMMER,Lite-Puter,DP-5 DMX INTERFACE 24ch/4k,,4,
Swiching,terminal bus 63A,terminal bus 63A,,1,
Swiching,Ampifile 63A 2chanel,Ampifile 63A 2chanel,,2,
TRUSS ALUMINUM,TRUSS OLD  3 M.,,,38,
TRUSS ALUMINUM,TRUSS(Black colur)  3 M.,,,20,
TRUSS ALUMINUM,TRUSS(Black colur)  1 M.,,,50,
TRUSS ALUMINUM,TRUSS  3 M.,,,15,
TRUSS ALUMINUM,TRUSS(Black colur)  1 M.,,,6,
TRUSS ALUMINUM,TRUSS  2 M.,,,20,
TRUSS ALUMINUM,TRUSS  Black  2 M.,,,10,
TRUSS ALUMINUM,TRUSS  1.50 M.,,,10,
TRUSS ALUMINUM,TRUSS  0.4 M. 2M,,,13,
TRUSS ALUMINUM,TRUSS  0.4 M. 1.50M,,,10,
TRUSS ALUMINUM,TRUSS  0.4 M. 1M,,,4,
